N,P,K,temperature,humidity,ph,rainfall,label,ndvi,elevation,slope
73,39,62,31.38,87.21,6.053,145.4,papaya,0.599,66.97,5.66
82,30,55,28.91,78.65,6.946,140.6,coconut,0.749,83.15,4.45
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,0.631,55.86,1.09
124,68,60,29.08,76.56,6.085,213.64,banana,0.72,151.97,1.51
90,32,43,28.01,69.96,5.756,176.68,sweet potato,0.496,277.46,11.87
51,29,62,30.25,77.87,6.588,146.45,pomelo,0.773,79.92,8.93
54,62,42,28.97,60.39,6.071,56.18,watermelon,0.548,6.07,0.41
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,0.712,19.77,4.65
57,40,54,27.92,87.54,5.562,217.26,rubber,0.878,278.49,9.56
86,39,55,26.81,85.92,6.739,151.03,papaya,0.646,9.16,9.32
93,34,66,29.12,73.75,5.973,134.84,coconut,0.666,88.17,2.57
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango,0.558,159.92,5.63
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,0.594,19.01,8.52
99,22,45,27.41,71.27,6.742,161.95,cassava,0.616,246.99,0.1
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,0.389,200.39,0.15
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut,0.813,98.31,2.39
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon,0.523,114.98,7.97
36,30,55,28.83,87.94,5.52,270.61,rubber,0.872,193.57,8.48
71,67,64,29.66,82.02,5.946,90.19,banana,0.628,150.52,7.35
84,37,67,30.18,71.55,6.184,158.41,coconut,0.732,96.27,3.08
97,32,41,30.79,79.92,7.091,138.38,cassava,0.585,247.55,1.09
80,39,40,30.78,90.8,5.799,212.52,rice,0.646,63.65,3.84
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,0.704,49.6,4.28
112,40,70,30.72,84.4,6.764,208.48,durian,0.604,160.44,8.14
42,38,35,32.59,78.65,6.166,120.0,cassava,0.498,156.54,3.44
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,0.894,274.85,8.88
93,62,61,31.43,76.38,6.285,115.07,papaya,0.751,39.35,1.6
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,0.602,192.52,3.28
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,0.659,6.3,6.3
101,67,66,28.35,82.54,6.204,82.9,banana,0.617,23.46,4.68
60,44,51,30.57,84.85,7.239,110.65,pomelo,0.466,36.9,4.19
69,61,48,27.71,78.32,6.695,132.95,rice,0.787,87.08,0.93
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,0.396,258.08,10.25
100,37,57,27.33,80.02,6.366,205.61,pomelo,0.578,87.46,11.98
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,0.839,88.49,4.85
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,0.81,151.56,7.25
86,23,39,30.66,75.52,6.87,113.2,sweet potato,0.395,1.83,7.11
87,40,66,29.37,86.84,6.199,205.35,durian,0.554,22.3,4.12
65,34,65,26.61,71.59,7.484,142.35,mango,0.648,52.01,10.51
89,25,53,26.0,69.76,6.959,153.43,mango,0.662,160.96,1.4
95,30,62,27.99,82.57,6.094,128.37,pomelo,0.64,115.83,7.92
45,63,33,30.89,68.76,5.874,42.45,watermelon,0.307,55.63,5.97
66,31,46,27.96,83.14,4.912,261.66,rubber,0.743,260.31,6.67
99,34,45,29.76,81.85,6.795,261.47,cacao,0.771,68.06,14.62
42,43,42,26.1,78.5,6.08,255.51,rubber,0.754,261.96,15.5
86,47,52,25.88,87.52,5.775,295.22,abaca,0.646,321.34,9.08
115,43,51,26.73,82.45,5.95,284.81,abaca,0.715,159.93,17.51
65,30,56,27.04,79.0,6.085,179.49,rubber,0.84,222.08,11.3
51,39,31,33.19,64.64,6.113,50.5,watermelon,0.46,120.1,2.33
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,0.512,11.5,2.29
76,47,55,25.96,60.27,6.429,140.87,mango,0.458,220.51,0.66
85,42,47,25.15,56.95,6.977,75.57,watermelon,0.458,127.17,4.97
86,29,53,27.24,72.56,7.044,172.8,cassava,0.441,83.71,5.57
62,37,46,26.56,89.83,6.22,271.7,cacao,0.601,386.71,14.64
110,31,55,27.63,63.86,5.895,72.94,maize,0.671,232.31,4.86
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,0.719,144.98,1.87
68,48,33,27.81,75.03,5.662,119.22,maize,0.531,146.65,2.02
73,37,46,26.69,90.08,6.007,279.25,abaca,0.858,196.41,13.11
76,50,45,24.21,88.94,6.508,214.08,cacao,0.811,480.04,12.81
103,35,40,25.13,81.58,6.664,218.5,abaca,0.643,397.13,15.26
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,0.51,61.26,1.15
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,0.406,71.36,5.92
58,58,58,32.97,61.73,6.557,65.07,watermelon,0.571,139.55,2.87
46,35,50,28.9,87.63,6.599,173.86,cacao,0.871,481.83,7.0
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,0.497,233.47,9.61
44,45,64,26.03,69.52,6.976,149.01,mango,0.7,244.5,6.14
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,0.47,70.79,3.54
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango,0.616,143.46,6.78
108,45,54,28.1,90.66,5.839,219.79,abaca,0.661,219.51,8.9
35,45,52,26.92,78.37,7.154,65.57,mango,0.75,173.73,1.92
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,0.446,99.22,9.66
84,44,48,29.48,77.86,5.936,263.19,rubber,0.754,433.48,2.34
62,41,57,26.0,83.26,5.842,179.77,cacao,0.793,281.56,4.8
82,42,42,24.75,84.0,5.964,160.76,pomelo,0.76,58.18,0.42
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,0.492,60.75,2.39
94,30,70,25.47,84.61,6.803,167.89,durian,0.798,246.63,7.76
99,44,58,25.47,63.21,7.001,38.61,watermelon,0.353,18.77,3.22
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,0.514,213.98,10.6
56,56,57,28.1,74.22,6.333,41.05,watermelon,0.323,6.41,3.27
121,57,62,29.46,85.47,5.793,149.31,banana,0.848,86.05,2.23
85,70,66,26.01,79.74,6.675,196.88,banana,0.72,138.54,6.59
99,22,45,27.41,71.27,6.742,161.95,cassava,0.616,246.99,0.1
63,43,43,28.26,73.16,6.131,125.14,watermelon,0.501,113.9,0.72
99,44,47,25.65,80.63,6.14,215.66,abaca,0.679,341.08,10.82
100,41,53,28.72,84.02,6.285,307.34,abaca,0.582,379.95,17.23
90,63,62,28.93,94.39,6.437,140.46,rice,0.755,32.68,0.17
59,38,36,30.76,69.24,5.632,160.5,sweet potato,0.483,13.64,2.21
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,0.463,188.46,9.53
94,18,59,26.53,83.26,5.73,164.26,sweet potato,0.482,174.54,1.39
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,0.36,86.36,0.39
76,45,46,26.12,87.57,5.464,219.58,rubber,0.659,67.88,6.29
83,46,56,32.64,77.91,6.954,116.41,maize,0.684,196.11,4.52
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,0.467,52.16,0.47
43,46,53,29.29,83.55,6.139,241.88,durian,0.642,259.28,2.57
50,37,52,26.24,71.64,6.651,82.63,watermelon,0.518,31.24,6.35
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,0.445,242.1,1.09
63,44,35,33.62,61.8,6.03,82.79,watermelon,0.473,26.24,5.87
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,0.731,64.89,3.88
105,32,67,30.24,77.75,5.855,243.02,durian,0.814,290.81,2.66
72,28,42,27.1,84.69,5.714,231.0,rubber,0.733,304.54,12.56
64,35,65,26.16,76.56,6.406,208.45,durian,0.784,281.15,8.56
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,0.606,239.52,2.27
60,41,70,28.72,86.26,6.395,240.72,durian,0.667,53.79,1.8
114,33,49,31.07,58.55,6.197,148.37,maize,0.504,142.97,7.05
59,32,63,27.32,83.55,6.117,171.02,pomelo,0.492,111.81,6.84
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,0.334,189.33,8.71
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,0.484,334.04,5.3
98,32,54,28.8,84.97,5.854,182.61,durian,0.631,68.19,4.76
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,0.392,193.54,8.36
111,40,42,27.46,56.17,5.553,87.38,maize,0.414,5.84,9.07
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram,0.431,28.9,8.09
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,0.627,139.53,9.6
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,0.423,102.39,2.51
94,18,59,26.53,83.26,5.73,164.26,sweet potato,0.482,174.54,1.39
79,37,60,26.53,86.49,6.101,256.78,cacao,0.65,481.82,7.39
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,0.678,239.51,2.29
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,0.373,15.63,0.38
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,0.805,32.86,2.05
76,40,64,29.53,75.98,4.848,297.35,rubber,0.874,201.26,2.41
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,0.61,63.66,4.59
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,0.5,35.3,9.65
36,20,64,28.46,66.55,6.435,125.77,sweet potato,0.662,135.99,10.17
31,19,48,29.73,78.88,6.461,80.3,cassava,0.435,80.94,11.59
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas,0.459,132.58,9.97
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,0.389,168.2,1.67
62,27,36,28.02,57.86,7.218,109.63,mango,0.599,134.98,8.52
102,49,61,27.25,86.58,6.224,262.57,cacao,0.86,132.9,8.12
59,28,59,27.43,85.19,6.227,140.26,coconut,0.62,36.85,0.28
42,46,44,29.81,68.01,6.803,187.87,papaya,0.732,172.0,3.6
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,0.584,90.42,7.98
117,57,59,26.39,60.33,6.676,118.44,maize,0.603,57.22,2.79
105,36,42,25.43,70.62,6.647,118.15,pomelo,0.609,223.94,2.26
99,21,30,30.4,65.49,6.647,174.32,cassava,0.603,172.37,11.62
72,68,53,28.27,80.68,6.593,103.19,banana,0.714,146.47,6.59
67,53,31,30.4,60.6,6.341,127.46,watermelon,0.602,2.34,7.84
84,50,44,25.0,83.28,6.056,168.89,papaya,0.664,38.65,4.73
83,43,62,28.31,75.72,5.379,247.59,rubber,0.857,418.15,6.61
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,0.361,147.1,2.14
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,0.542,148.2,0.78
50,69,59,28.82,72.28,6.195,55.81,watermelon,0.624,85.76,0.84
40,43,41,27.99,87.76,4.985,272.93,rubber,0.631,64.68,4.97
107,57,61,31.22,77.86,6.671,219.42,banana,0.848,152.85,1.99
86,47,52,25.88,87.52,5.775,295.22,abaca,0.646,321.34,9.08
100,37,57,27.33,80.02,6.366,205.61,pomelo,0.578,87.46,11.98
83,57,32,30.52,58.62,7.034,43.97,maize,0.564,35.53,0.14
102,40,65,28.1,87.5,5.881,169.5,cacao,0.737,191.56,4.83
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut,0.688,70.45,6.7
52,29,75,28.96,77.26,5.853,207.44,coconut,0.645,24.25,0.88
90,39,60,25.96,75.28,6.746,168.39,durian,0.558,227.69,13.69
106,39,68,27.2,72.3,5.921,204.58,durian,0.75,130.46,10.04
63,40,68,29.71,87.16,6.227,177.49,durian,0.729,184.63,13.86
99,37,59,27.51,70.69,6.603,127.92,watermelon,0.603,8.96,5.81
62,73,61,27.61,73.24,5.98,139.64,banana,0.817,119.93,5.67
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,0.503,42.36,4.88
66,35,58,25.57,79.71,6.472,212.75,rubber,0.843,387.28,17.23
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango,0.416,29.25,1.06
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,0.714,26.21,6.51
54,40,46,30.34,82.33,5.892,163.98,papaya,0.721,134.35,2.92
30,18,65,28.93,62.2,6.664,155.06,sweet potato,0.429,112.43,0.11
115,34,61,29.57,87.94,5.92,188.47,cacao,0.674,276.99,12.42
60,71,59,25.68,75.18,6.784,136.62,banana,0.76,157.88,7.96
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya,0.559,160.01,8.59
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,0.548,40.19,0.59
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,0.374,177.99,3.4
104,66,49,30.93,80.52,6.277,237.93,rice,0.724,62.73,3.51
84,65,58,30.28,79.44,6.287,153.87,rice,0.813,10.08,1.99
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,0.568,142.48,7.34
111,41,42,24.0,82.04,5.761,168.66,maize,0.732,123.67,6.15
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,0.703,9.67,9.69
86,59,36,29.1,65.52,7.186,141.33,papaya,0.462,118.0,4.37
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,0.587,119.43,2.83
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,0.536,16.08,1.92
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,0.564,236.08,7.78
72,25,53,31.22,79.91,5.971,187.35,sweet potato,0.457,266.79,12.33
82,30,63,25.25,84.99,4.905,230.88,rubber,0.828,230.49,4.39
64,31,41,25.4,70.18,5.542,103.71,sweet potato,0.414,16.32,9.19
100,33,51,25.5,82.1,5.719,229.8,cacao,0.873,392.66,7.93
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,0.385,53.84,7.02
69,46,44,25.49,85.46,5.796,222.58,abaca,0.754,191.67,16.5
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas,0.36,179.34,6.04
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,0.679,20.58,1.74
49,55,56,30.8,72.83,6.271,60.06,mango,0.696,205.61,1.48
51,34,42,29.02,76.65,6.015,158.99,pomelo,0.567,123.92,10.44
84,43,38,27.79,59.04,6.839,126.63,mango,0.618,55.07,7.14
42,44,57,25.7,79.48,5.117,183.31,rubber,0.671,394.2,2.27
60,23,36,29.49,66.6,6.3,148.99,cassava,0.667,32.68,6.86
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,0.669,224.26,10.13
106,44,43,24.08,90.91,5.924,294.75,abaca,0.86,158.23,6.98
43,44,36,25.73,62.46,6.674,100.63,mango,0.368,239.37,11.43
51,26,34,25.03,65.4,6.909,89.92,cassava,0.668,53.76,2.46
104,41,64,28.08,77.29,6.833,202.11,durian,0.782,211.6,11.05
47,36,63,26.37,70.97,5.862,113.59,pomelo,0.542,132.63,6.68
111,41,39,26.25,86.37,6.495,295.63,abaca,0.775,421.91,15.3
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,0.738,78.4,3.23
35,61,60,25.03,84.22,6.695,117.62,papaya,0.491,18.3,3.36
98,64,53,26.19,69.46,6.503,127.27,papaya,0.705,48.48,5.94
46,61,43,31.24,66.5,6.599,102.73,watermelon,0.572,40.73,1.17
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,0.621,11.7,4.35
48,27,52,26.88,71.95,6.467,111.33,pomelo,0.494,212.42,11.74
63,40,68,29.71,87.16,6.227,177.49,durian,0.729,184.63,13.86
58,41,50,28.45,83.1,6.847,150.81,pomelo,0.51,231.16,1.24
99,42,63,29.53,89.86,6.247,179.97,rice,0.716,20.56,4.98
43,27,61,25.86,83.9,5.924,280.23,rubber,0.806,229.88,11.81
94,40,49,28.76,75.13,4.909,212.95,rubber,0.649,405.6,2.88
94,53,59,27.24,68.2,5.989,158.27,papaya,0.582,192.26,3.26
95,30,41,25.85,74.27,5.57,237.01,rubber,0.62,441.76,6.12
29,39,56,27.37,70.68,6.98,133.11,sweet potato,0.463,109.61,5.56
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango,0.696,73.95,11.2
104,43,73,26.81,72.33,6.776,197.14,coconut,0.74,112.5,5.54
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,0.624,3.97,8.06
70,44,51,28.81,85.34,6.187,229.23,abaca,0.835,290.51,14.43
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,0.415,196.74,9.59
88,49,46,32.67,59.3,6.627,133.39,mango,0.66,196.17,2.74
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya,0.529,62.29,9.54
108,43,49,24.8,82.08,5.92,196.73,abaca,0.644,119.37,15.33
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut,0.636,70.66,4.95
74,30,64,32.61,63.87,5.878,158.68,mango,0.455,31.66,4.44
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas,0.363,13.73,8.74
64,32,60,29.8,71.15,7.073,234.93,coconut,0.479,63.88,2.43
111,60,68,31.12,76.49,5.842,70.1,banana,0.861,143.7,5.02
57,43,45,27.67,76.77,5.831,114.53,mango,0.641,155.46,9.13
99,35,55,29.89,87.66,6.856,180.79,durian,0.581,57.04,4.79
54,48,60,28.38,72.09,6.315,194.87,durian,0.583,243.13,10.13
100,37,57,27.33,80.02,6.366,205.61,pomelo,0.578,87.46,11.98
48,46,49,24.24,80.41,5.732,200.53,cacao,0.717,278.84,8.67
61,34,49,30.64,65.6,6.004,82.21,maize,0.66,165.34,2.22
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,0.704,180.29,8.39
63,73,58,30.54,88.48,5.968,116.05,banana,0.659,123.74,2.58
87,36,52,30.18,73.28,6.734,204.23,durian,0.714,235.8,12.99
72,33,59,30.01,63.41,6.572,142.73,sweet potato,0.683,93.88,8.04
73,56,63,26.52,77.18,6.223,74.37,banana,0.872,32.35,1.76
59,34,42,26.31,72.36,5.859,145.96,pomelo,0.743,6.39,4.88
55,32,36,26.16,77.24,5.88,125.64,sweet potato,0.421,256.89,12.36
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,0.418,132.35,6.21
99,29,40,29.42,69.8,6.894,137.71,pomelo,0.58,245.79,2.94
94,33,62,26.06,81.72,6.372,245.23,durian,0.559,232.48,10.92
35,45,45,25.43,85.07,5.669,261.29,rubber,0.723,174.89,6.56
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango,0.58,181.25,0.23
82,30,63,25.25,84.99,4.905,230.88,rubber,0.828,230.49,4.39
78,27,51,29.0,63.14,5.817,97.43,sweet potato,0.457,188.23,7.93
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,0.67,63.17,1.78
47,28,45,27.91,64.62,7.052,128.64,cassava,0.429,48.79,1.98
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,0.48,22.31,1.0
47,40,41,26.74,77.46,6.131,208.57,rubber,0.749,149.74,15.07
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,0.355,144.52,3.0
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,0.897,196.73,0.69
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,0.36,180.85,11.04
86,36,51,29.28,73.39,5.751,187.85,sweet potato,0.489,32.08,6.91
68,32,46,26.48,73.61,5.824,178.45,sweet potato,0.382,133.31,11.89
48,28,53,29.66,74.23,6.202,181.36,coconut,0.748,5.98,4.83
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,0.563,45.6,4.51
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,0.667,198.9,2.27
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,0.351,249.36,5.85
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,0.627,242.32,1.96
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas,0.471,272.14,9.65
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,0.52,104.53,3.06
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,0.675,67.46,3.15
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,0.652,8.23,6.96
71,35,54,27.0,67.19,7.249,79.76,mango,0.738,31.9,2.1
69,41,49,25.2,87.55,6.368,299.07,abaca,0.787,280.75,12.8
67,66,54,31.88,73.71,6.11,49.37,watermelon,0.351,69.59,1.97
21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut,0.507,49.95,4.47
71,38,41,27.21,69.76,5.674,108.67,cassava,0.624,37.9,7.77
101,44,31,27.42,68.07,5.875,83.43,watermelon,0.429,80.2,3.38
79,24,36,31.5,74.94,6.714,136.48,cassava,0.651,205.41,1.47
66,31,46,27.96,83.14,4.912,261.66,rubber,0.743,260.31,6.67
90,43,48,25.76,85.35,6.406,226.75,abaca,0.651,313.49,3.37
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice,0.728,12.48,4.44
98,70,40,31.74,56.72,6.966,38.5,watermelon,0.389,137.85,6.91
63,40,68,29.71,87.16,6.227,177.49,durian,0.729,184.63,13.86
83,53,46,30.78,84.9,7.03,166.2,papaya,0.593,196.36,3.8
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,0.654,50.87,4.13
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,0.342,312.16,4.13
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram,0.545,242.13,5.06
53,33,28,31.02,60.67,6.067,129.86,cassava,0.366,46.51,11.21
80,37,35,29.39,75.21,6.636,112.0,papaya,0.7,161.19,2.6
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut,0.731,113.83,0.49
111,44,40,26.14,87.74,6.494,212.51,abaca,0.693,179.59,5.98
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,0.569,52.37,1.85
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,0.332,225.22,2.2
40,37,59,29.68,75.44,6.659,238.01,durian,0.65,76.96,1.03
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,0.423,35.38,8.17
67,64,57,26.99,92.4,6.024,164.28,rice,0.681,34.0,4.18
106,50,54,27.03,88.65,5.966,205.44,cacao,0.717,295.98,9.75
73,31,41,28.38,77.3,7.448,85.96,cassava,0.634,75.17,6.61
48,21,34,31.48,70.59,6.401,122.39,cassava,0.528,236.26,6.58
68,30,51,32.43,71.63,7.008,123.93,cassava,0.611,51.2,4.45
98,61,54,26.56,64.67,6.968,108.25,watermelon,0.585,77.76,7.29
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya,0.468,101.53,7.34
40,39,45,28.38,78.48,5.623,160.81,cacao,0.643,81.05,15.94
88,38,64,26.79,80.96,5.81,159.09,durian,0.587,81.19,7.66
82,64,31,25.69,66.49,6.815,42.91,watermelon,0.522,128.71,2.09
116,52,38,27.56,82.45,6.406,56.32,maize,0.628,198.32,3.8
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,0.467,160.92,1.93
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon,0.617,69.37,2.21
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,0.301,333.14,11.33
93,81,50,27.71822477,76.57853189,6.0360792660000016,102.2099836,banana,0.643,103.3,0.86
42,30,51,27.67,60.83,5.794,171.71,cassava,0.699,195.13,3.44
37,32,58,29.85,82.27,4.818,269.02,rubber,0.612,96.75,11.69
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,0.58,131.84,5.47
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,0.454,9.05,4.18
89,63,54,28.87,67.27,6.246,138.03,papaya,0.781,78.25,0.65
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,0.304,213.06,7.26
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,0.514,103.34,2.61
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,0.576,175.13,9.35
62,28,48,27.81,67.94,7.204,135.38,cassava,0.601,224.26,10.82
67,56,63,26.35,72.91,6.314,113.1,banana,0.684,63.1,5.3
96,31,48,29.85,77.89,5.95,154.56,durian,0.632,100.6,8.28
60,38,43,27.34,65.65,5.731,160.75,sweet potato,0.711,69.93,10.82
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut,0.761,81.87,3.28
38,37,45,26.15,88.4,4.833,254.95,rubber,0.695,319.06,11.42
47,30,43,31.8,77.5,6.568,99.47,sweet potato,0.621,221.8,9.24
103,49,46,28.34,82.93,6.76,314.14,abaca,0.649,208.78,16.43
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,0.738,54.1,1.43
73,44,51,27.96,77.23,5.903,205.09,pomelo,0.544,153.76,11.75
77,32,54,28.49,81.14,6.646,267.02,cacao,0.655,326.23,3.23
76,23,43,26.68,73.05,7.012,144.48,cassava,0.432,182.9,3.08
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,0.426,126.73,3.37
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,0.609,69.38,3.49
77,44,52,30.38,86.25,6.972,227.02,durian,0.696,74.88,10.17
49,38,57,29.52,73.7,5.899,150.3,durian,0.675,186.08,9.29
52,45,36,29.84,55.83,6.114,121.03,watermelon,0.491,65.46,3.32
70,41,51,25.26,88.22,6.873,86.11,rice,0.708,26.76,4.62
46,44,53,24.5,57.04,6.134,119.33,watermelon,0.417,28.77,5.72
44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya,0.454,125.02,1.99
56,29,50,27.25,80.44,5.526,236.95,rubber,0.755,236.24,13.23
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,0.409,144.27,7.42
105,42,34,33.2,63.33,6.229,116.51,watermelon,0.512,25.3,3.37
58,38,65,26.72,78.51,6.198,125.65,coconut,0.697,103.53,1.3
84,36,56,26.41,73.81,5.052,261.26,rubber,0.798,319.69,7.38
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,0.585,100.07,1.4
88,30,44,31.36,73.88,6.675,115.35,cassava,0.519,149.34,5.67
80,27,65,27.69,76.58,6.128,122.36,coconut,0.775,115.87,2.73
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,0.358,38.07,10.59
52,36,60,26.78,83.47,5.901,239.3,durian,0.758,260.77,2.3
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,0.584,2.78,3.24
79,44,56,29.58,72.63,6.232,141.41,pomelo,0.565,123.38,5.0
64,42,51,26.19,84.11,6.256,192.79,abaca,0.792,295.5,5.8
66,70,61,24.91,91.65,5.537,83.98,rice,0.57,43.98,3.85
